reporter_area_label,year,value,value_millions
Cuba,2011,2716.0,2.716
Cuba,2012,2847.0,2.847
Cuba,2013,2862.0,2.862
Cuba,2014,3014.0,3.014
Cuba,2015,3540.0,3.54
Cuba,2016,4009.0,4.009
Cuba,2017,4654.0,4.654
Cuba,2018,4712.0,4.712
Cuba,2019,4276.0,4.276
Cuba,2020,1086.0,1.086
Cuba,2021,356.4,0.3564
Cuba,2022,1614.1,1.6140999999999999
Cyprus,1995,2253.0,2.253
Cyprus,1996,2089.0,2.089
Cyprus,1997,2194.0,2.194
Cyprus,1998,2357.0,2.357
Cyprus,1999,2578.0,2.578
Cyprus,2000,2912.0,2.912
Cyprus,2001,2841.0,2.841
Cyprus,2002,2495.0,2.495
Cyprus,2003,2416.0,2.416
Cyprus,2004,2478.0,2.478
Cyprus,2005,2657.0,2.657
Cyprus,2006,2629.0,2.629
Cyprus,2007,2671.0,2.671
Cyprus,2008,2631.0,2.631
Cyprus,2009,2370.0,2.37
Cyprus,2010,2450.0,2.45
Cyprus,2011,2626.0,2.626
Cyprus,2012,2635.0,2.635
Cyprus,2013,2626.0,2.626
Cyprus,2014,2558.0,2.558
Cyprus,2015,2780.0,2.78
Cyprus,2016,3286.0,3.286
Cyprus,2017,3750.0,3.75
Cyprus,2018,4024.0,4.024
Cyprus,2019,4117.0,4.117
Cyprus,2020,631.609,0.6316090000000001
Cyprus,2021,1936.931,1.936931
Cyprus,2022,3201.08,3.20108
Cyprus,2023,3845.652,3.845652
Cyprus,2024,4040.2,4.0402
Czechia,2003,20108.0,20.108
Czechia,2004,23808.0,23.808
Czechia,2005,24747.0,24.747
Czechia,2006,25102.0,25.102
Czechia,2007,22625.0,22.625
Czechia,2008,21850.0,21.85
Czechia,2009,23285.0,23.285
Czechia,2010,21941.0,21.941
Czechia,2011,22810.0,22.81
Czechia,2012,25750.0,25.75
Czechia,2013,26332.0,26.332
Czechia,2014,27166.0,27.166
Czechia,2015,29604.0,29.604
Czechia,2016,32519.0,32.519
Czechia,2017,34701.0,34.701
Czechia,2018,36268.0,36.268
Czechia,2019,37202.0,37.202
Czechia,2020,10266.7,10.2667
Czechia,2021,10014.0,10.014
Benin,1995,580.0,0.58
Benin,1996,516.0,0.516
Benin,1997,541.0,0.541
Benin,1998,575.0,0.575
Benin,1999,941.0,0.941
Benin,2000,1068.0,1.068
Benin,2001,1155.0,1.155
Benin,2002,853.0,0.853
Benin,2003,850.0,0.85
Benin,2004,845.0,0.845
Benin,2005,960.0,0.96
Benin,2006,975.0,0.975
Benin,2007,1010.0,1.01
Benin,2008,1027.0,1.027
Benin,2011,222.0,0.222
Benin,2012,232.0,0.232
Benin,2013,252.0,0.252
Benin,2014,265.0,0.265
Benin,2015,279.0,0.279
Benin,2016,292.0,0.292
Benin,2017,307.0,0.307
Benin,2018,322.0,0.322
Benin,2019,337.0,0.337
Benin,2020,354.0,0.354
Denmark,2003,21119.0,21.119
Denmark,2004,22054.0,22.054
Denmark,2005,26927.0,26.927
Denmark,2006,26936.0,26.936
Denmark,2007,27138.0,27.138
Denmark,2008,26870.0,26.87
Denmark,2009,26571.0,26.571
Denmark,2010,26730.0,26.73
Denmark,2011,25811.0,25.811
Denmark,2012,26402.0,26.402
Denmark,2013,26516.0,26.516
Denmark,2014,28070.0,28.07
Denmark,2015,28209.0,28.209
Denmark,2016,28692.0,28.692
Denmark,2017,30736.0,30.736
Denmark,2018,30801.0,30.801
Denmark,2019,32065.0,32.065
Denmark,2020,16031.0,16.031
Denmark,2021,18372.0,18.372
Denmark,2022,31530.0,31.53
Dominica,1995,203.0,0.203
Dominica,1996,261.0,0.261
Dominica,1997,299.0,0.299
Dominica,1998,312.0,0.312
Dominica,1999,280.0,0.28
Dominica,2000,312.0,0.312
Dominica,2001,276.0,0.276
Dominica,2002,208.0,0.208
Dominica,2003,254.0,0.254
Dominica,2004,466.0,0.466
Dominica,2005,381.0,0.381
Dominica,2006,465.0,0.465
Dominica,2007,437.0,0.437
Dominica,2008,468.0,0.468
Dominica,2009,608.0,0.608
Dominica,2010,595.0,0.595
Dominica,2011,418.0,0.418
Dominica,2012,348.0,0.348
Dominica,2013,311.0,0.311
Dominica,2014,370.0,0.37
Dominica,2015,358.0,0.358
Dominica,2016,356.0,0.356
Dominica,2017,230.0,0.23
Dominica,2018,199.0,0.199
Dominica,2019,322.0,0.322
Dominica,2020,140.0,0.14
Dominica,2021,66.0,0.066
Dominica,2022,235.0,0.235
Dominican Republic,1995,1806.0,1.806
Dominican Republic,1996,2037.0,2.037
Dominican Republic,1997,2482.0,2.482
Dominican Republic,1998,2702.0,2.702
Dominican Republic,1999,2932.0,2.932
Dominican Republic,2000,3161.0,3.161
Dominican Republic,2001,3090.0,3.09
Dominican Republic,2002,3058.0,3.058
Dominican Republic,2003,3680.0,3.68
Dominican Republic,2004,3907.0,3.907
Dominican Republic,2005,3981.0,3.981
Dominican Republic,2006,4268.0,4.268
Dominican Republic,2007,4365.0,4.365
Dominican Republic,2008,4455.0,4.455
Dominican Republic,2009,4489.0,4.489
Dominican Republic,2010,4478.0,4.478
Dominican Republic,2011,4654.0,4.654
Dominican Republic,2012,4901.0,4.901
Dominican Republic,2013,5114.0,5.114
Dominican Republic,2014,5576.0,5.576
Dominican Republic,2015,6129.0,6.129
Dominican Republic,2016,6769.0,6.769
Dominican Republic,2017,7296.0,7.296
Dominican Republic,2018,7551.0,7.551
Dominican Republic,2019,7550.0,7.55
Dominican Republic,2020,2748.182,2.748182
Dominican Republic,2021,5327.447,5.327447
Dominican Republic,2022,8488.856,8.488856
Dominican Republic,2023,10317.612274029,10.317612274028999
Dominican Republic,2024,11162.2297227628,11.1622297227628
Ecuador,1995,440.0,0.44
Ecuador,1996,494.0,0.494
Ecuador,1997,529.0,0.529
Ecuador,1998,511.0,0.511
Ecuador,1999,518.0,0.518
Ecuador,2000,627.0,0.627
Ecuador,2001,641.0,0.641
Ecuador,2002,683.0,0.683
Ecuador,2003,761.0,0.761
Ecuador,2004,819.0,0.819
Ecuador,2005,860.0,0.86
Ecuador,2006,841.0,0.841
Ecuador,2007,937.0,0.937
Ecuador,2008,1005.0,1.005
Ecuador,2009,968.0,0.968
Ecuador,2010,1047.0,1.047
Ecuador,2011,1141.0,1.141
Ecuador,2012,1272.0,1.272
Ecuador,2013,1364.0,1.364
Ecuador,2014,1695.0,1.695
Ecuador,2015,1676.0,1.676
Ecuador,2016,1569.0,1.569
Ecuador,2017,1806.0,1.806
Ecuador,2018,2535.0,2.535
Ecuador,2019,2108.0,2.108
Ecuador,2020,507.0,0.507
Ecuador,2021,669.0,0.669
Ecuador,2022,1265.0,1.265
El Salvador,2000,867.0,0.867
El Salvador,2001,804.0,0.804
El Salvador,2002,885.0,0.885
El Salvador,2003,798.0,0.798
El Salvador,2004,1030.0,1.03
El Salvador,2005,1306.0,1.306
El Salvador,2006,1501.0,1.501
El Salvador,2007,1720.0,1.72
El Salvador,2008,1875.0,1.875
El Salvador,2009,1482.0,1.482
El Salvador,2010,1606.0,1.606
El Salvador,2011,1634.0,1.634
El Salvador,2012,1738.0,1.738
El Salvador,2013,1822.0,1.822
El Salvador,2014,1886.0,1.886
El Salvador,2015,1973.0,1.973
El Salvador,2016,2052.0,2.052
El Salvador,2017,2247.0,2.247
El Salvador,2018,2536.0,2.536
El Salvador,2019,2639.0,2.639
El Salvador,2020,766.0,0.766
El Salvador,2021,1436.0,1.436
El Salvador,2022,2541.0,2.541
El Salvador,2023,3374.17891495024,3.37417891495024
El Salvador,2024,3956.79417364871,3.95679417364871
Ethiopia,2020,271.0,0.271
Ethiopia,2021,518.0,0.518
Ethiopia,2022,897.0,0.897
Ethiopia,2023,1076.0,1.076
Ethiopia,2024,1261.0,1.261
Eritrea,1995,315.0,0.315
Eritrea,1996,417.0,0.417
Eritrea,1997,410.0,0.41
Eritrea,1998,188.0,0.188
Eritrea,1999,57.0,0.057
Eritrea,2000,70.0,0.07
Eritrea,2001,113.0,0.113
Eritrea,2002,101.0,0.101
Eritrea,2003,80.0,0.08
Eritrea,2004,87.0,0.087
Eritrea,2005,83.0,0.083
Eritrea,2006,78.0,0.078
Eritrea,2007,81.0,0.081
Eritrea,2008,70.0,0.07
Eritrea,2009,79.0,0.079
Eritrea,2010,84.0,0.084
Eritrea,2011,107.0,0.107
Eritrea,2012,129.0,0.129
Eritrea,2013,141.0,0.141
Eritrea,2014,119.0,0.119
Eritrea,2015,114.0,0.114
Eritrea,2016,142.0,0.142
Estonia,1995,2111.0,2.111
Estonia,1996,2444.0,2.444
Estonia,1997,2618.0,2.618
Estonia,1998,2909.0,2.909
Estonia,1999,3181.0,3.181
Estonia,2000,3310.0,3.31
Estonia,2001,3230.0,3.23
Estonia,2002,3253.0,3.253
Estonia,2003,3378.0,3.378
Estonia,2008,3828.0,3.828
Estonia,2009,3834.0,3.834
Estonia,2010,4369.0,4.369
Estonia,2011,4907.0,4.907
Estonia,2012,5007.0,5.007
Estonia,2013,5737.0,5.737
Estonia,2014,5804.0,5.804
Estonia,2015,5696.0,5.696
Estonia,2016,5942.0,5.942
Estonia,2017,6145.0,6.145
Estonia,2018,6033.0,6.033
Estonia,2019,6103.0,6.103
Estonia,2020,1695.0,1.695
Estonia,2021,1310.0,1.31
Estonia,2022,3497.0,3.497
Fiji,1995,476.0,0.476
Fiji,1996,534.0,0.534
Fiji,1997,547.0,0.547
Fiji,1998,499.0,0.499
Fiji,1999,544.0,0.544
Fiji,2000,434.0,0.434
Fiji,2001,446.0,0.446
Fiji,2002,461.0,0.461
Fiji,2003,451.0,0.451
Fiji,2004,513.0,0.513
Fiji,2005,547.0,0.547
Fiji,2007,542.0,0.542
Fiji,2008,627.0,0.627
Fiji,2009,605.0,0.605
Fiji,2010,692.0,0.692
Fiji,2011,734.0,0.734
Fiji,2012,741.0,0.741
Fiji,2013,769.0,0.769
Fiji,2014,781.0,0.781
Fiji,2015,869.0,0.869
Fiji,2016,963.0,0.963
Fiji,2017,1027.0,1.027
Fiji,2018,1058.0,1.058
Fiji,2019,969.0,0.969
Fiji,2020,168.2,0.1682
Fiji,2021,32.0,0.032
Fiji,2022,652.2,0.6522
Fiji,2023,929.74,0.92974
Fiji,2024,928.938,0.928938
Finland,1998,3432.0,3.432
Finland,1999,3363.0,3.363
Finland,2000,3789.0,3.789
Finland,2001,4252.0,4.252
Finland,2002,4687.0,4.687
Finland,2003,4527.0,4.527
Finland,2004,4854.0,4.854
Finland,2005,5038.0,5.038
Finland,2006,5345.0,5.345
Finland,2007,5736.0,5.736
Finland,2008,6072.0,6.072
Finland,2009,5695.0,5.695
Finland,2010,6182.0,6.182
Finland,2011,7260.0,7.26
Finland,2012,7636.0,7.636
Finland,2023,4710.0,4.71
Finland,2024,4960.0,4.96
France,1996,148263.0,148.263
France,1997,157551.0,157.551
France,2004,190282.0,190.282
France,2005,185829.0,185.829
France,2006,193882.0,193.882
France,2007,193319.0,193.319
France,2008,193571.0,193.571
France,2009,192369.0,192.369
France,2010,189826.0,189.826
France,2011,196595.0,196.595
France,2012,197522.0,197.522
France,2013,204410.0,204.41
France,2014,206599.0,206.599
France,2015,203302.0,203.302
France,2016,203042.0,203.042
France,2017,207274.0,207.274
France,2018,211998.0,211.998
France,2019,217877.0,217.877
France,2020,117109.0,117.109
France,2021,141297.0,141.297
French Guiana,2020,49.0,0.049
French Guiana,2021,42.0,0.042
French Guiana,2022,73.0,0.073
French Guiana,2023,77.0,0.077
French Guiana,2024,86.0,0.086
French Polynesia,1995,186.0,0.186
French Polynesia,1996,184.0,0.184
French Polynesia,1997,201.0,0.201
French Polynesia,1998,211.0,0.211
French Polynesia,1999,236.0,0.236
French Polynesia,2007,243.0,0.243
French Polynesia,2008,227.0,0.227
French Polynesia,2009,190.0,0.19
French Polynesia,2010,179.0,0.179
French Polynesia,2011,196.0,0.196
French Polynesia,2012,210.0,0.21
French Polynesia,2013,214.0,0.214
French Polynesia,2014,228.0,0.228
French Polynesia,2015,239.0,0.239
French Polynesia,2016,241.0,0.241
French Polynesia,2017,254.0,0.254
French Polynesia,2018,260.0,0.26
French Polynesia,2019,282.0,0.282
French Polynesia,2020,89.0,0.089
French Polynesia,2021,95.0,0.095
French Polynesia,2022,261.4,0.26139999999999997
Gabon,1995,203.0,0.203
Gabon,1996,217.0,0.217
Gabon,1997,247.0,0.247
Gabon,1998,274.0,0.274
Gabon,1999,262.0,0.262
Gabon,2000,230.0,0.23
Gabon,2001,236.0,0.236
Gabon,2002,269.0,0.269
Gabon,2003,234.0,0.234
Gabon,2004,351.0,0.351
Gabon,2005,526.0,0.526
Georgia,1995,85.0,0.085
Georgia,1996,117.0,0.117
Georgia,1997,313.0,0.313
Georgia,1998,317.0,0.317
Georgia,1999,384.0,0.384
Georgia,2000,387.0,0.387
Georgia,2001,302.0,0.302
Georgia,2002,298.0,0.298
Georgia,2003,313.0,0.313
Georgia,2004,368.0,0.368
Georgia,2005,560.0,0.56
Georgia,2006,983.0,0.983
Georgia,2007,1052.0,1.052
Georgia,2008,1290.0,1.29
Georgia,2009,1500.0,1.5
Georgia,2010,2032.0,2.032
Georgia,2011,2712.0,2.712
Georgia,2012,4106.0,4.106
Georgia,2013,4954.0,4.954
Georgia,2014,5004.0,5.004
Georgia,2015,5256.0,5.256
Georgia,2016,5393.0,5.393
Georgia,2017,6483.0,6.483
Georgia,2018,7203.0,7.203
Georgia,2019,7726.0,7.726
Georgia,2020,1513.0,1.513
Georgia,2021,1721.0,1.721
Georgia,2022,4704.0,4.704
Georgia,2023,6171.0,6.171
Georgia,2024,6456.0,6.456
Gambia,2004,459.0,0.459
Gambia,2005,460.0,0.46
Gambia,2006,613.0,0.613
Gambia,2007,487.0,0.487
Gambia,2008,643.0,0.643
State of Palestine,1996,795.0,0.795
State of Palestine,1997,685.0,0.685
State of Palestine,1998,767.0,0.767
State of Palestine,1999,907.0,0.907
State of Palestine,2000,1055.0,1.055
State of Palestine,2007,928.0,0.928
State of Palestine,2008,1487.0,1.487
State of Palestine,2009,1740.0,1.74
State of Palestine,2010,2821.0,2.821
State of Palestine,2011,2730.0,2.73
State of Palestine,2012,3051.0,3.051
State of Palestine,2013,2874.0,2.874
State of Palestine,2014,2907.0,2.907
State of Palestine,2015,2054.0,2.054
State of Palestine,2016,2231.0,2.231
State of Palestine,2017,3192.0,3.192
State of Palestine,2018,3429.0,3.429
State of Palestine,2019,4232.0,4.232
State of Palestine,2020,1000.0,1.0
Germany,2020,12411.0,12.411
Germany,2021,11652.0,11.652
Germany,2022,28383.0,28.383
Germany,2023,34712.0,34.712
Germany,2024,37420.0,37.42
Kiribati,1999,20.3,0.020300000000000002
Kiribati,2000,13.4,0.0134
Kiribati,2001,14.5,0.0145
Kiribati,2002,119.5,0.1195
Kiribati,2003,130.1,0.1301
Kiribati,2004,63.9,0.0639
Kiribati,2005,50.2,0.0502
Kiribati,2006,10.8,0.0108
Kiribati,2007,32.3,0.032299999999999995
Kiribati,2014,8.3,0.0083
Kiribati,2015,8.2,0.008199999999999999
Kiribati,2016,7.6,0.0076
Kiribati,2017,7.5,0.0075
Kiribati,2018,9.0,0.009
Kiribati,2019,12.0,0.012
Greece,1995,10712.0,10.712
Greece,1996,9782.0,9.782
Greece,1997,10588.0,10.588
Greece,1998,11364.0,11.364
Greece,1999,12606.0,12.606
Greece,2000,13567.0,13.567
Greece,2001,14678.0,14.678
Greece,2002,14918.0,14.918
Greece,2003,14785.0,14.785
Greece,2004,14268.0,14.268
Greece,2005,15938.0,15.938
Greece,2006,17284.0,17.284
Greece,2013,20112.0,20.112
Greece,2014,24272.0,24.272
Greece,2015,26114.0,26.114
Greece,2016,28071.0,28.071
Greece,2017,30161.0,30.161
Greece,2018,33072.0,33.072
Greece,2019,34005.0,34.005
Greece,2020,7406.0,7.406
Greece,2021,15246.0,15.246
Greece,2022,29876.0,29.876
Grenada,1995,369.0,0.369
Grenada,1996,386.0,0.386
Grenada,1997,368.0,0.368
Grenada,1998,392.0,0.392
Grenada,1999,379.0,0.379
Grenada,2000,316.0,0.316
Grenada,2001,277.0,0.277
Grenada,2002,271.0,0.271
Grenada,2003,294.0,0.294
Grenada,2004,370.0,0.37
Grenada,2005,380.0,0.38
Grenada,2006,342.0,0.342
Grenada,2007,406.0,0.406
Grenada,2008,428.0,0.428
Grenada,2009,460.0,0.46
Grenada,2010,445.0,0.445
Grenada,2011,447.0,0.447
Grenada,2012,370.0,0.37
Grenada,2013,327.0,0.327
Grenada,2014,387.0,0.387
Grenada,2015,437.0,0.437
Grenada,2016,474.0,0.474
Grenada,2017,468.0,0.468
Grenada,2018,529.0,0.529
Grenada,2019,526.0,0.526
Grenada,2020,217.0,0.217
Grenada,2021,72.0,0.072
Grenada,2022,335.0,0.335
Guadeloupe,1995,1059.0,1.059
Guadeloupe,1996,1236.0,1.236
Guadeloupe,1997,1130.0,1.13
Guadeloupe,1998,914.0,0.914
Guadeloupe,1999,854.0,0.854
Guadeloupe,2000,994.0,0.994
Guadeloupe,2001,759.0,0.759
Guadeloupe,2003,569.0,0.569
Guadeloupe,2004,560.0,0.56
Guadeloupe,2005,445.0,0.445
Guadeloupe,2006,447.0,0.447
Guadeloupe,2007,500.0,0.5
Guadeloupe,2008,527.0,0.527
Guadeloupe,2009,458.0,0.458
Guadeloupe,2010,497.0,0.497
Guadeloupe,2011,419.0,0.419
Guadeloupe,2012,487.0,0.487
Guadeloupe,2013,645.0,0.645
Guadeloupe,2014,720.0,0.72
Guadeloupe,2015,822.0,0.822
Guadeloupe,2016,857.0,0.857
Guadeloupe,2017,970.0,0.97
Guadeloupe,2018,1166.0,1.166
Guam,2020,328.173,0.328173
Guam,2021,79.389,0.079389
Guam,2022,326.878,0.326878
Guam,2023,656.518,0.656518
Guam,2024,739.146,0.739146
Guatemala,1995,563.0,0.563
Guatemala,1996,520.0,0.52
Guatemala,1997,576.0,0.576
Guatemala,1998,636.0,0.636
Guatemala,1999,823.0,0.823
Guatemala,2000,826.0,0.826
Guatemala,2001,835.0,0.835
Guatemala,2002,884.0,0.884
Guatemala,2003,880.0,0.88
Guatemala,2004,1182.0,1.182
Guatemala,2005,1316.0,1.316
Guatemala,2006,1502.0,1.502
Guatemala,2007,1628.0,1.628
Guatemala,2008,1715.0,1.715
Guatemala,2009,1311.0,1.311
Guatemala,2010,1384.0,1.384
Guatemala,2011,1434.0,1.434
Guatemala,2012,1491.0,1.491
Guatemala,2013,1516.0,1.516
Guatemala,2014,1739.0,1.739
Guatemala,2015,1865.0,1.865
Guatemala,2016,1906.0,1.906
Guatemala,2017,2113.0,2.113
Guatemala,2018,2406.0,2.406
Guatemala,2019,2560.0,2.56
Guatemala,2020,594.0,0.594
Guatemala,2021,666.0,0.666
Guatemala,2022,1844.7,1.8447
Guinea,2006,46.6,0.0466
Haiti,1995,370.0,0.37
Haiti,1996,400.0,0.4
Haiti,1997,387.0,0.387
Haiti,1998,393.0,0.393
Haiti,1999,386.0,0.386
Haiti,2000,445.0,0.445
Haiti,2001,499.0,0.499
Haiti,2002,482.0,0.482
Haiti,2003,518.0,0.518
Haiti,2004,385.0,0.385
Haiti,2005,480.0,0.48
Haiti,2006,558.0,0.558
Haiti,2007,868.0,0.868
Haiti,2008,758.0,0.758
Haiti,2009,826.0,0.826
Haiti,2010,793.0,0.793
Haiti,2011,946.0,0.946
Haiti,2012,959.0,0.959
Haiti,2013,1064.0,1.064
Haiti,2014,1127.6,1.1276
Haiti,2015,1190.0,1.19
Haiti,2016,1153.0,1.153
Haiti,2017,1262.0,1.262
Haiti,2018,1333.0,1.333
Haiti,2019,938.0,0.938
Haiti,2020,322.0,0.322
Haiti,2021,148.0,0.148
Honduras,1996,271.0,0.271
Honduras,1997,310.0,0.31
Honduras,1998,324.0,0.324
Honduras,1999,428.0,0.428
Honduras,2000,689.0,0.689
Honduras,2001,672.0,0.672
Honduras,2002,788.0,0.788
Honduras,2003,887.0,0.887
Honduras,2004,1026.0,1.026
Honduras,2005,1118.0,1.118
Honduras,2006,1136.0,1.136
Honduras,2007,1309.0,1.309
Honduras,2008,1561.0,1.561
Honduras,2009,1589.0,1.589
Honduras,2010,1965.0,1.965
Honduras,2011,1852.0,1.852
Honduras,2012,1903.0,1.903
Honduras,2013,1857.0,1.857
Honduras,2014,2082.0,2.082
Honduras,2015,2093.0,2.093
Honduras,2016,2228.0,2.228
Honduras,2017,2144.0,2.144
Honduras,2018,2323.0,2.323
Honduras,2019,2315.0,2.315
Honduras,2020,669.0,0.669
Honduras,2021,826.0,0.826
Honduras,2022,1911.0,1.911
"China, Hong Kong Special Administrative Region",1995,10200.0,10.2
"China, Hong Kong Special Administrative Region",1996,12974.0,12.974
"China, Hong Kong Special Administrative Region",1997,11273.0,11.273
"China, Hong Kong Special Administrative Region",1998,10160.0,10.16
"China, Hong Kong Special Administrative Region",1999,11328.0,11.328
"China, Hong Kong Special Administrative Region",2000,13059.0,13.059
"China, Hong Kong Special Administrative Region",2001,13725.0,13.725
"China, Hong Kong Special Administrative Region",2002,16566.0,16.566
"China, Hong Kong Special Administrative Region",2003,15537.0,15.537
"China, Hong Kong Special Administrative Region",2004,21811.0,21.811
"China, Hong Kong Special Administrative Region",2005,23359.0,23.359
"China, Hong Kong Special Administrative Region",2006,25251.0,25.251
"China, Hong Kong Special Administrative Region",2007,28169.0,28.169
"China, Hong Kong Special Administrative Region",2008,29507.0,29.507
"China, Hong Kong Special Administrative Region",2009,29591.0,29.591
"China, Hong Kong Special Administrative Region",2010,36030.0,36.03
"China, Hong Kong Special Administrative Region",2011,41921.0,41.921
"China, Hong Kong Special Administrative Region",2012,48615.0,48.615
"China, Hong Kong Special Administrative Region",2013,54299.0,54.299
"China, Hong Kong Special Administrative Region",2014,60839.0,60.839
"China, Hong Kong Special Administrative Region",2015,59308.0,59.308
"China, Hong Kong Special Administrative Region",2016,56655.0,56.655
"China, Hong Kong Special Administrative Region",2017,58472.0,58.472
"China, Hong Kong Special Administrative Region",2018,65148.0,65.148
"China, Hong Kong Special Administrative Region",2019,55913.0,55.913
"China, Hong Kong Special Administrative Region",2020,3569.0,3.569
"China, Hong Kong Special Administrative Region",2021,91.2,0.0912
"China, Hong Kong Special Administrative Region",2022,604.6,0.6046
"China, Hong Kong Special Administrative Region",2023,33999.6,33.9996
"China, Hong Kong Special Administrative Region",2024,44502.8,44.5028
Hungary,1995,39240.0,39.24
Hungary,1996,39833.0,39.833
Hungary,1997,37315.0,37.315
Hungary,1998,33624.0,33.624
Hungary,1999,28803.0,28.803
Hungary,2000,31141.0,31.141
Hungary,2001,30679.0,30.679
Hungary,2002,31739.0,31.739
Hungary,2003,31412.0,31.412
Hungary,2004,33934.0,33.934
Hungary,2005,36173.0,36.173
Hungary,2006,38318.0,38.318
Hungary,2007,39379.0,39.379
Hungary,2008,39554.0,39.554
Hungary,2009,40624.0,40.624
Hungary,2010,39904.0,39.904
Hungary,2011,41304.0,41.304
Hungary,2012,43565.0,43.565
Hungary,2013,43611.0,43.611
Hungary,2014,45984.0,45.984
Hungary,2015,48345.0,48.345
Hungary,2016,52890.0,52.89
Hungary,2017,54962.0,54.962
Hungary,2018,57667.0,57.667
Hungary,2019,61397.0,61.397
Hungary,2020,31641.0,31.641
Hungary,2021,36687.5,36.6875
Hungary,2022,46343.0,46.343
Hungary,2023,49402.0,49.402
Hungary,2024,51175.0,51.175
Iceland,1995,211.0,0.211
Iceland,1996,223.0,0.223
Iceland,1997,223.0,0.223
Iceland,1998,255.0,0.255
Iceland,1999,281.0,0.281
Iceland,2000,328.0,0.328
Iceland,2001,329.0,0.329
Iceland,2002,315.0,0.315
Iceland,2003,348.0,0.348
Iceland,2004,405.0,0.405
Iceland,2005,429.0,0.429
Iceland,2006,477.0,0.477
Iceland,2007,539.0,0.539
Iceland,2008,561.0,0.561
Iceland,2009,563.0,0.563
Iceland,2010,559.0,0.559
Iceland,2011,628.0,0.628
Iceland,2012,765.0,0.765
Iceland,2013,900.0,0.9
Iceland,2014,1102.0,1.102
Iceland,2015,1389.0,1.389
Iceland,2016,1891.0,1.891
Iceland,2017,2353.0,2.353
Iceland,2018,2488.0,2.488
Iceland,2019,2202.0,2.202
Iceland,2020,488.0,0.488
Iceland,2021,717.0,0.717
India,1995,2143.0,2.143
India,1996,2308.0,2.308
India,1997,2395.0,2.395
India,1998,2382.0,2.382
India,1999,2508.0,2.508
India,2000,2677.0,2.677
India,2001,2591.0,2.591
India,2002,2428.0,2.428
India,2003,2774.0,2.774
India,2004,3512.0,3.512
India,2005,4038.0,4.038
India,2006,4626.0,4.626
India,2007,5244.0,5.244
India,2008,5373.0,5.373
India,2009,5295.0,5.295
India,2010,5881.0,5.881
India,2017,15543.0,15.543
India,2018,17423.0,17.423
India,2019,17914.0,17.914
India,2020,6337.0,6.337
India,2021,7010.0,7.01
India,2022,14329.0,14.329
India,2023,18899.0,18.899
India,2024,20570.0,20.57
Indonesia,1995,4324.0,4.324
Indonesia,1996,5034.0,5.034
Indonesia,1997,5185.0,5.185
Indonesia,1998,4606.0,4.606
Indonesia,1999,4728.0,4.728
Indonesia,2000,5064.0,5.064
Indonesia,2001,5153.0,5.153
Indonesia,2002,5033.0,5.033
Indonesia,2003,4467.0,4.467
Indonesia,2004,5321.0,5.321
Indonesia,2005,5002.0,5.002
Indonesia,2006,4871.0,4.871
Indonesia,2007,5506.0,5.506
Indonesia,2008,6234.0,6.234
Indonesia,2009,6324.0,6.324
Indonesia,2010,7003.0,7.003
Indonesia,2011,7650.0,7.65
Indonesia,2012,8044.0,8.044
Indonesia,2013,8802.0,8.802
Indonesia,2014,9435.0,9.435
Indonesia,2015,10407.0,10.407
Indonesia,2016,11519.0,11.519
Indonesia,2017,14040.0,14.04
Indonesia,2018,15810.0,15.81
Indonesia,2019,16107.0,16.107
Indonesia,2020,4052.8,4.0528
Indonesia,2021,1557.5,1.5575
Indonesia,2022,5889.0,5.889
Indonesia,2023,11677.0,11.677
Indonesia,2024,13902.0,13.902
Iran (Islamic Republic of),1995,452.0,0.452
Iran (Islamic Republic of),1996,573.0,0.573
Iran (Islamic Republic of),1997,764.0,0.764
Iran (Islamic Republic of),1998,1008.0,1.008
Iran (Islamic Republic of),1999,1321.0,1.321
Iran (Islamic Republic of),2000,1342.0,1.342
Iran (Islamic Republic of),2001,1402.0,1.402
Iran (Islamic Republic of),2002,1585.0,1.585
Iran (Islamic Republic of),2003,1546.0,1.546
Iran (Islamic Republic of),2004,1659.0,1.659
Iran (Islamic Republic of),2005,1889.0,1.889
Iran (Islamic Republic of),2006,2735.0,2.735
Iran (Islamic Republic of),2007,2219.0,2.219
Iran (Islamic Republic of),2008,2034.0,2.034
Iran (Islamic Republic of),2009,2116.0,2.116
Iran (Islamic Republic of),2010,2938.0,2.938
Iran (Islamic Republic of),2011,3354.0,3.354
Iran (Islamic Republic of),2012,3834.0,3.834
Iran (Islamic Republic of),2013,4769.0,4.769
Iran (Islamic Republic of),2014,4968.0,4.968
Iran (Islamic Republic of),2015,5237.0,5.237
Iran (Islamic Republic of),2016,4942.0,4.942
Iran (Islamic Republic of),2017,4867.0,4.867
Iran (Islamic Republic of),2018,7295.0,7.295
Iran (Islamic Republic of),2019,9107.0,9.107
Iran (Islamic Republic of),2021,989.0,0.989
Iraq,1995,61.0,0.061
Iraq,1996,51.0,0.051
Iraq,1997,15.0,0.015
Iraq,1998,45.0,0.045
Iraq,1999,30.0,0.03
Iraq,2000,78.0,0.078
Iraq,2001,127.0,0.127
Iraq,2008,864.0,0.864
Iraq,2009,1262.0,1.262
Iraq,2010,1518.0,1.518
Iraq,2011,1510.0,1.51
Iraq,2012,1111.0,1.111
Iraq,2013,892.0,0.892
Israel,1995,2530.0,2.53
Israel,1996,2360.0,2.36
