reporter_area_label,year,value,value_millions
Israel,1997,2295.0,2.295
Israel,1998,2200.0,2.2
Israel,1999,2566.0,2.566
Israel,2000,2672.0,2.672
Israel,2001,1219.0,1.219
Israel,2002,862.1,0.8621
Israel,2004,1505.8,1.5058
Israel,2005,1916.0,1.916
Israel,2006,1834.0,1.834
Israel,2007,2294.0,2.294
Israel,2008,3034.0,3.034
Israel,2009,2740.0,2.74
Israel,2010,3444.0,3.444
Israel,2011,3362.0,3.362
Israel,2012,3520.0,3.52
Israel,2013,3540.0,3.54
Israel,2014,3251.0,3.251
Israel,2015,3109.0,3.109
Israel,2016,3070.0,3.07
Israel,2017,3863.0,3.863
Israel,2018,4389.0,4.389
Israel,2019,4905.0,4.905
Israel,2020,887.0,0.887
Israel,2021,402.0,0.402
Israel,2022,2851.0,2.851
Italy,1995,55706.0,55.706
Italy,1996,59805.0,59.805
Italy,1997,57998.0,57.998
Italy,1998,58499.0,58.499
Italy,1999,59521.0,59.521
Italy,2000,62702.0,62.702
Italy,2001,60960.0,60.96
Italy,2002,63561.0,63.561
Italy,2003,63026.0,63.026
Italy,2004,58480.0,58.48
Italy,2005,59230.0,59.23
Italy,2006,66353.0,66.353
Italy,2007,70271.0,70.271
Italy,2008,70719.0,70.719
Italy,2009,71692.0,71.692
Italy,2010,73225.0,73.225
Italy,2011,75866.0,75.866
Italy,2012,76293.0,76.293
Italy,2013,76762.0,76.762
Italy,2014,77694.0,77.694
Italy,2015,81068.0,81.068
Italy,2016,84925.0,84.925
Italy,2017,89931.0,89.931
Italy,2018,93228.6,93.2286
Italy,2019,95399.0,95.399
Italy,2020,38419.0,38.419
Italy,2021,40186.0,40.186
Italy,2022,74317.0,74.317
Italy,2023,85328.0,85.328
Italy,2024,88264.0,88.264
Côte d’Ivoire,1995,188.0,0.188
Côte d’Ivoire,1996,237.0,0.237
Côte d’Ivoire,1997,274.0,0.274
Côte d’Ivoire,1998,301.0,0.301
Côte d’Ivoire,2007,182.0,0.182
Côte d’Ivoire,2008,205.0,0.205
Côte d’Ivoire,2009,231.0,0.231
Côte d’Ivoire,2010,252.0,0.252
Côte d’Ivoire,2011,270.0,0.27
Côte d’Ivoire,2012,289.0,0.289
Côte d’Ivoire,2013,380.0,0.38
Côte d’Ivoire,2014,471.0,0.471
Côte d’Ivoire,2015,1441.0,1.441
Côte d’Ivoire,2016,1583.0,1.583
Côte d’Ivoire,2017,1800.0,1.8
Côte d’Ivoire,2018,1965.0,1.965
Côte d’Ivoire,2019,2070.0,2.07
Côte d’Ivoire,2020,668.0,0.668
Côte d’Ivoire,2021,576.0,0.576
Jamaica,1995,1752.0,1.752
Jamaica,1996,1821.0,1.821
Jamaica,1997,1904.0,1.904
Jamaica,1998,1899.0,1.899
Jamaica,1999,2013.0,2.013
Jamaica,2000,2230.0,2.23
Jamaica,2001,2117.0,2.117
Jamaica,2002,2131.0,2.131
Jamaica,2003,2483.0,2.483
Jamaica,2004,2515.0,2.515
Jamaica,2005,2615.0,2.615
Jamaica,2006,3016.0,3.016
Jamaica,2007,2880.0,2.88
Jamaica,2008,2859.0,2.859
Jamaica,2009,2753.0,2.753
Jamaica,2010,2832.0,2.832
Jamaica,2011,3077.0,3.077
Jamaica,2012,3306.0,3.306
Jamaica,2013,3274.0,3.274
Jamaica,2014,3504.0,3.504
Jamaica,2015,3692.0,3.692
Jamaica,2016,3837.0,3.837
Jamaica,2017,4276.0,4.276
Jamaica,2018,4319.0,4.319
Jamaica,2019,4234.0,4.234
Jamaica,2020,1329.7,1.3297
Jamaica,2021,1535.0,1.535
Jamaica,2022,3330.7,3.3306999999999998
Japan,1995,3345.0,3.345
Japan,1996,3837.0,3.837
Japan,1997,4218.0,4.218
Japan,1998,4106.0,4.106
Japan,1999,4438.0,4.438
Japan,2000,4757.0,4.757
Japan,2001,4772.0,4.772
Japan,2002,5239.0,5.239
Japan,2003,5212.0,5.212
Japan,2004,6138.0,6.138
Japan,2005,6728.0,6.728
Japan,2006,7334.0,7.334
Japan,2007,8347.0,8.347
Japan,2008,8351.0,8.351
Japan,2009,6790.0,6.79
Japan,2010,8611.0,8.611
Japan,2011,6219.0,6.219
Japan,2012,8358.0,8.358
Japan,2013,10364.0,10.364
Japan,2014,13413.0,13.413
Japan,2015,19737.0,19.737
Japan,2016,24039.0,24.039
Japan,2017,28691.0,28.691
Japan,2018,31192.0,31.192
Japan,2019,31882.0,31.882
Japan,2020,4115.8,4.1158
Japan,2021,245.8,0.24580000000000002
Japan,2022,3832.1,3.8321
Japan,2023,25066.0,25.066
Japan,2024,36870.0,36.87
Kazakhstan,1996,202.0,0.202
Kazakhstan,1997,284.0,0.284
Kazakhstan,1998,257.0,0.257
Kazakhstan,1999,394.0,0.394
Kazakhstan,2000,1683.0,1.683
Kazakhstan,2001,2693.0,2.693
Kazakhstan,2002,3678.0,3.678
Kazakhstan,2003,3237.0,3.237
Kazakhstan,2004,4291.0,4.291
Kazakhstan,2005,4365.0,4.365
Kazakhstan,2006,4707.0,4.707
Kazakhstan,2007,5311.0,5.311
Kazakhstan,2008,4117.0,4.117
Kazakhstan,2009,3774.0,3.774
Kazakhstan,2010,4097.0,4.097
Kazakhstan,2011,5685.0,5.685
Kazakhstan,2012,6163.0,6.163
Kazakhstan,2013,6841.0,6.841
Kazakhstan,2014,6333.0,6.333
Kazakhstan,2015,6430.0,6.43
Kazakhstan,2016,6509.0,6.509
Kazakhstan,2017,7701.0,7.701
Kazakhstan,2018,8789.0,8.789
Kazakhstan,2019,8515.0,8.515
Kazakhstan,2020,2555.564,2.555564
Kazakhstan,2021,2000.314,2.000314
Kazakhstan,2022,6715.459,6.715459
Kazakhstan,2023,9871.166,9.871165999999999
Kazakhstan,2024,10381.566,10.381566000000001
Jordan,1995,3277.0,3.277
Jordan,1996,3164.0,3.164
Jordan,1997,3068.0,3.068
Jordan,1998,3438.0,3.438
Jordan,1999,3231.0,3.231
Jordan,2000,2700.0,2.7
Jordan,2001,3034.0,3.034
Jordan,2002,4677.0,4.677
Jordan,2003,4600.0,4.6
Jordan,2004,5587.0,5.587
Jordan,2005,5817.0,5.817
Jordan,2006,6573.0,6.573
Jordan,2007,6529.0,6.529
Jordan,2008,7100.0,7.1
Jordan,2009,7085.0,7.085
Jordan,2010,8078.0,8.078
Jordan,2011,6813.0,6.813
Jordan,2012,6314.0,6.314
Jordan,2013,5389.0,5.389
Jordan,2014,5327.0,5.327
Jordan,2015,4809.0,4.809
Jordan,2016,4236.0,4.236
Jordan,2017,4565.0,4.565
Jordan,2018,4922.0,4.922
Jordan,2019,5361.0,5.361
Jordan,2020,1240.0,1.24
Jordan,2021,2359.0,2.359
Jordan,2022,5049.1,5.0491
Jordan,2023,6354.0,6.354
Jordan,2024,6108.0,6.108
Kenya,1995,974.0,0.974
Kenya,1996,1003.0,1.003
Kenya,1997,1001.0,1.001
Kenya,1998,894.0,0.894
Kenya,1999,969.0,0.969
Kenya,2000,1037.0,1.037
Kenya,2001,994.0,0.994
Kenya,2002,1001.0,1.001
Kenya,2003,1146.0,1.146
Kenya,2004,1361.0,1.361
Kenya,2005,1479.0,1.479
Kenya,2006,1601.0,1.601
Kenya,2007,1817.0,1.817
Kenya,2008,1203.0,1.203
Kenya,2009,1490.0,1.49
Kenya,2010,1609.0,1.609
Kenya,2011,1823.0,1.823
Kenya,2012,1711.0,1.711
Kenya,2013,1520.0,1.52
Kenya,2014,1350.0,1.35
Kenya,2015,1181.0,1.181
Kenya,2016,1340.0,1.34
Kenya,2017,1449.0,1.449
Kenya,2018,2025.0,2.025
Kenya,2019,2049.0,2.049
Kenya,2020,568.0,0.568
Kenya,2021,870.0,0.87
Kenya,2022,1484.0,1.484
Republic of Korea,1995,3753.0,3.753
Republic of Korea,1996,3684.0,3.684
Republic of Korea,1997,3908.0,3.908
Republic of Korea,1998,4250.0,4.25
Republic of Korea,1999,4660.0,4.66
Republic of Korea,2000,5322.0,5.322
Republic of Korea,2001,5147.0,5.147
Republic of Korea,2002,5347.0,5.347
Republic of Korea,2003,4753.0,4.753
Republic of Korea,2004,5818.0,5.818
Republic of Korea,2005,6023.0,6.023
Republic of Korea,2006,6155.0,6.155
Republic of Korea,2007,6448.0,6.448
Republic of Korea,2008,6891.0,6.891
Republic of Korea,2009,7818.0,7.818
Republic of Korea,2010,8798.0,8.798
Republic of Korea,2011,9795.0,9.795
Republic of Korea,2012,11140.0,11.14
Republic of Korea,2013,12176.0,12.176
Republic of Korea,2014,14202.0,14.202
Republic of Korea,2015,13232.0,13.232
Republic of Korea,2016,17242.0,17.242
Republic of Korea,2017,13336.0,13.336
Republic of Korea,2018,15347.0,15.347
Republic of Korea,2019,17503.0,17.503
Republic of Korea,2020,2522.2,2.5221999999999998
Republic of Korea,2021,967.0,0.967
Republic of Korea,2022,3198.0,3.198
Republic of Korea,2023,11032.0,11.032
Republic of Korea,2024,16370.0,16.37
Kyrgyzstan,1998,290.0,0.29
Kyrgyzstan,1999,165.0,0.165
Kyrgyzstan,2000,173.0,0.173
Kyrgyzstan,2001,199.0,0.199
Kyrgyzstan,2002,183.0,0.183
Kyrgyzstan,2003,342.0,0.342
Kyrgyzstan,2004,398.0,0.398
Kyrgyzstan,2005,319.0,0.319
Kyrgyzstan,2006,766.0,0.766
Kyrgyzstan,2007,1656.0,1.656
Kyrgyzstan,2008,2379.0,2.379
Kyrgyzstan,2009,2451.0,2.451
Kyrgyzstan,2010,1224.0,1.224
Kyrgyzstan,2011,3025.0,3.025
Kyrgyzstan,2012,3393.0,3.393
Kyrgyzstan,2013,4134.0,4.134
Kyrgyzstan,2014,3791.0,3.791
Kyrgyzstan,2015,4000.0,4.0
Kyrgyzstan,2016,3853.0,3.853
Kyrgyzstan,2017,4568.0,4.568
Kyrgyzstan,2018,6947.0,6.947
Kyrgyzstan,2019,8508.0,8.508
Kyrgyzstan,2020,2079.0,2.079
Kyrgyzstan,2021,3169.0,3.169
Kyrgyzstan,2022,6901.0,6.901
Lao People's Democratic Republic,1995,346.0,0.346
Lao People's Democratic Republic,1996,403.0,0.403
Lao People's Democratic Republic,1997,463.0,0.463
Lao People's Democratic Republic,1998,500.0,0.5
Lao People's Democratic Republic,1999,614.0,0.614
Lao People's Democratic Republic,2000,737.0,0.737
Lao People's Democratic Republic,2001,674.0,0.674
Lao People's Democratic Republic,2002,736.0,0.736
Lao People's Democratic Republic,2003,636.0,0.636
Lao People's Democratic Republic,2004,895.0,0.895
Lao People's Democratic Republic,2005,1095.0,1.095
Lao People's Democratic Republic,2006,1215.0,1.215
Lao People's Democratic Republic,2007,1624.0,1.624
Lao People's Democratic Republic,2008,1737.0,1.737
Lao People's Democratic Republic,2009,2008.0,2.008
Lao People's Democratic Republic,2010,2513.0,2.513
Lao People's Democratic Republic,2011,2724.0,2.724
Lao People's Democratic Republic,2012,3330.0,3.33
Lao People's Democratic Republic,2013,3779.0,3.779
Lao People's Democratic Republic,2014,4159.0,4.159
Lao People's Democratic Republic,2015,4684.0,4.684
Lao People's Democratic Republic,2016,4239.0,4.239
Lao People's Democratic Republic,2017,3869.0,3.869
Lao People's Democratic Republic,2018,4186.0,4.186
Lao People's Democratic Republic,2019,4791.0,4.791
Lao People's Democratic Republic,2020,886.4,0.8864
Lesotho,1995,209.0,0.209
Lesotho,1996,312.0,0.312
Lesotho,1997,313.0,0.313
Lesotho,1998,290.0,0.29
Lesotho,1999,308.0,0.308
Lesotho,2000,302.0,0.302
Lesotho,2001,295.0,0.295
Lesotho,2002,287.0,0.287
Lesotho,2003,329.0,0.329
Lesotho,2004,304.0,0.304
Lesotho,2005,304.0,0.304
Lesotho,2006,357.0,0.357
Lesotho,2007,300.0,0.3
Lesotho,2008,293.0,0.293
Lesotho,2009,344.0,0.344
Lesotho,2010,426.0,0.426
Lesotho,2011,398.0,0.398
Lesotho,2012,423.0,0.423
Lesotho,2013,433.0,0.433
Lesotho,2014,1079.0,1.079
Lesotho,2015,1082.0,1.082
Lesotho,2016,1196.0,1.196
Lesotho,2017,1137.0,1.137
Lesotho,2018,1173.0,1.173
Lesotho,2019,1142.0,1.142
Lesotho,2021,279.0,0.279
Latvia,1995,1633.0,1.633
Latvia,1996,1750.0,1.75
Latvia,1997,1842.0,1.842
Latvia,1998,1788.0,1.788
Latvia,1999,1738.0,1.738
Latvia,2000,1882.0,1.882
Latvia,2001,2061.0,2.061
Latvia,2002,2297.0,2.297
Latvia,2003,2524.0,2.524
Latvia,2004,3127.0,3.127
Latvia,2005,3791.0,3.791
Latvia,2006,4649.0,4.649
Latvia,2007,5209.0,5.209
Latvia,2008,5496.0,5.496
Latvia,2009,4727.0,4.727
Latvia,2010,5042.0,5.042
Latvia,2011,5538.0,5.538
Latvia,2012,5569.0,5.569
Latvia,2013,5822.0,5.822
Latvia,2014,6246.0,6.246
Latvia,2015,6842.0,6.842
Latvia,2016,6797.0,6.797
Latvia,2017,7726.0,7.726
Latvia,2018,7775.0,7.775
Latvia,2019,8342.0,8.342
Latvia,2020,3204.0,3.204
Latvia,2021,1937.0,1.937
Libya,1995,1832.0,1.832
Libya,1996,1276.0,1.276
Libya,1997,913.0,0.913
Libya,1998,850.0,0.85
Libya,1999,965.0,0.965
Libya,2000,963.0,0.963
Libya,2001,953.0,0.953
Libya,2002,858.0,0.858
Libya,2003,958.0,0.958
Libya,2006,125.0,0.125
Libya,2007,106.0,0.106
Libya,2008,760.0,0.76
Liechtenstein,2020,58.359,0.058359
Liechtenstein,2021,70.764,0.070764
Liechtenstein,2022,100.814,0.10081399999999999
Liechtenstein,2023,114.399,0.114399
Liechtenstein,2024,117.789,0.117789
Lithuania,1995,2600.0,2.6
Lithuania,1996,3497.0,3.497
Lithuania,1997,3702.0,3.702
Lithuania,1998,4287.0,4.287
Lithuania,1999,4454.0,4.454
Lithuania,2000,4092.0,4.092
Lithuania,2001,4195.0,4.195
Lithuania,2002,3999.0,3.999
Lithuania,2003,3635.0,3.635
Lithuania,2007,4251.0,4.251
Lithuania,2008,4459.0,4.459
Lithuania,2009,4001.0,4.001
Lithuania,2010,4073.0,4.073
Lithuania,2011,4504.0,4.504
Lithuania,2012,4979.0,4.979
Lithuania,2013,5264.0,5.264
Lithuania,2014,5217.0,5.217
Lithuania,2015,5048.0,5.048
Lithuania,2016,5322.0,5.322
Lithuania,2017,5590.0,5.59
Lithuania,2018,6115.0,6.115
Lithuania,2019,6150.0,6.15
Lithuania,2020,2284.3,2.2843
Lithuania,2021,2095.9,2.0959
Lithuania,2022,4724.9,4.7249
Lithuania,2023,5530.1,5.5301
Lithuania,2024,5034.5,5.0345
"China, Macao Special Administrative Region",1995,7752.0,7.752
"China, Macao Special Administrative Region",1996,8151.0,8.151
"China, Macao Special Administrative Region",1997,7000.0,7.0
"China, Macao Special Administrative Region",1998,6949.0,6.949
"China, Macao Special Administrative Region",1999,7444.0,7.444
"China, Macao Special Administrative Region",2000,9162.0,9.162
"China, Macao Special Administrative Region",2001,10279.0,10.279
"China, Macao Special Administrative Region",2002,11531.0,11.531
"China, Macao Special Administrative Region",2003,11888.0,11.888
"China, Macao Special Administrative Region",2004,16673.0,16.673
"China, Macao Special Administrative Region",2005,18711.0,18.711
"China, Macao Special Administrative Region",2006,21998.0,21.998
"China, Macao Special Administrative Region",2007,27003.0,27.003
"China, Macao Special Administrative Region",2008,22933.0,22.933
"China, Macao Special Administrative Region",2009,21753.0,21.753
"China, Macao Special Administrative Region",2010,24965.0,24.965
"China, Macao Special Administrative Region",2011,28002.0,28.002
"China, Macao Special Administrative Region",2012,28082.0,28.082
"China, Macao Special Administrative Region",2013,29325.0,29.325
"China, Macao Special Administrative Region",2014,31526.0,31.526
"China, Macao Special Administrative Region",2015,30715.0,30.715
"China, Macao Special Administrative Region",2016,30950.0,30.95
"China, Macao Special Administrative Region",2017,32611.0,32.611
"China, Macao Special Administrative Region",2018,35804.0,35.804
"China, Macao Special Administrative Region",2019,39406.0,39.406
"China, Macao Special Administrative Region",2020,5896.848,5.896848
"China, Macao Special Administrative Region",2021,7705.943,7.705943
"China, Macao Special Administrative Region",2022,5700.339,5.700339
"China, Macao Special Administrative Region",2023,28213.003,28.213003
"China, Macao Special Administrative Region",2024,34928.65,34.928650000000005
Madagascar,1995,115.0,0.115
Madagascar,2015,282.0,0.282
Madagascar,2016,333.0,0.333
Madagascar,2017,285.0,0.285
Madagascar,2018,360.0,0.36
Madagascar,2019,486.0,0.486
Madagascar,2020,87.1,0.0871
Madagascar,2021,7.8,0.0078
Malaysia,1995,14885.0,14.885
Malaysia,1996,14084.0,14.084
Malaysia,1997,12591.0,12.591
Malaysia,1998,10886.0,10.886
Malaysia,1999,13910.0,13.91
Malaysia,2000,17213.0,17.213
Malaysia,2001,22995.0,22.995
Malaysia,2002,20756.0,20.756
Malaysia,2003,16293.0,16.293
Malaysia,2004,24432.0,24.432
Malaysia,2005,24209.0,24.209
Malaysia,2006,25298.0,25.298
Malaysia,2007,28325.0,28.325
Malaysia,2008,25321.0,25.321
Malaysia,2009,31509.0,31.509
Malaysia,2019,35046.0,35.046
Malaysia,2020,6102.0,6.102
Malaysia,2021,399.0,0.399
Malaysia,2022,19016.0,19.016
Malta,1995,1193.0,1.193
Malta,1996,1123.0,1.123
Malta,1997,1238.0,1.238
Malta,1998,1326.0,1.326
Malta,1999,1402.0,1.402
Malta,2000,1387.0,1.387
Malta,2001,1439.0,1.439
Malta,2002,1483.0,1.483
Malta,2003,1512.0,1.512
Malta,2004,1428.0,1.428
Malta,2005,1484.0,1.484
Malta,2006,1521.0,1.521
Malta,2007,1723.0,1.723
Malta,2008,1832.0,1.832
Malta,2009,1608.0,1.608
Malta,2010,1815.0,1.815
Malta,2011,1916.0,1.916
Malta,2012,2007.0,2.007
Malta,2013,2013.0,2.013
Malta,2014,2162.0,2.162
Malta,2015,2383.0,2.383
Malta,2016,2592.0,2.592
Malta,2017,2944.0,2.944
Malta,2018,3232.0,3.232
Malta,2019,3519.0,3.519
Malta,2020,670.191986591647,0.670191986591647
Malta,2021,983.742192961794,0.983742192961794
Malta,2022,2358.56564714912,2.35856564714912
Malta,2023,3084.50788611286,3.08450788611286
Malta,2024,3657.02678219289,3.65702678219289
Martinique,1995,885.0,0.885
Martinique,1996,885.0,0.885
Martinique,1997,900.0,0.9
Martinique,1998,964.0,0.964
Martinique,1999,903.0,0.903
Martinique,2000,816.0,0.816
Martinique,2001,663.0,0.663
Martinique,2002,654.0,0.654
Martinique,2003,722.0,0.722
Martinique,2004,630.0,0.63
Martinique,2005,577.0,0.577
Martinique,2006,599.0,0.599
Martinique,2007,573.0,0.573
Martinique,2008,568.0,0.568
Martinique,2009,511.0,0.511
Martinique,2010,553.0,0.553
Martinique,2011,538.0,0.538
Martinique,2012,603.0,0.603
Martinique,2013,622.0,0.622
Martinique,2014,696.0,0.696
Martinique,2015,762.0,0.762
Martinique,2016,842.0,0.842
Martinique,2017,1003.0,1.003
Martinique,2018,1002.0,1.002
Martinique,2019,919.0,0.919
Martinique,2020,523.6,0.5236000000000001
Martinique,2021,312.0,0.312
Martinique,2022,661.0,0.661
Mauritius,1995,437.0,0.437
Mauritius,1996,509.0,0.509
Mauritius,1997,558.0,0.558
Mauritius,1998,579.0,0.579
Mauritius,1999,600.0,0.6
Mauritius,2000,678.0,0.678
Mauritius,2001,675.0,0.675
Mauritius,2002,709.0,0.709
Mauritius,2003,721.0,0.721
Mauritius,2004,739.0,0.739
Mauritius,2005,782.0,0.782
Mauritius,2006,807.0,0.807
Mauritius,2007,933.0,0.933
Mauritius,2008,970.0,0.97
Mauritius,2009,890.0,0.89
Mauritius,2010,956.0,0.956
Mauritius,2011,983.0,0.983
Mauritius,2012,984.0,0.984
Mauritius,2013,1015.0,1.015
Mauritius,2014,1065.0,1.065
Mauritius,2015,1174.0,1.174
Mauritius,2016,1307.0,1.307
Mauritius,2017,1371.0,1.371
Mauritius,2018,1431.0,1.431
Mauritius,2019,1418.0,1.418
Mauritius,2020,316.0,0.316
Mauritius,2021,180.3,0.18030000000000002
Mauritius,2022,1002.9,1.0029
Mauritius,2023,1317.0,1.317
Mauritius,2024,1423.0,1.423
Mexico,1995,85446.0,85.446
Mexico,1996,90394.0,90.394
Mexico,1997,92915.0,92.915
Mexico,1998,95214.0,95.214
Mexico,1999,99869.0,99.869
Mexico,2000,105673.0,105.673
Mexico,2001,100718.0,100.718
Mexico,2002,100153.0,100.153
Mexico,2003,92330.0,92.33
Mexico,2004,99250.0,99.25
Mexico,2005,103146.0,103.146
Mexico,2006,97701.0,97.701
Mexico,2007,93582.0,93.582
Mexico,2008,92948.0,92.948
Mexico,2009,88044.0,88.044
Mexico,2010,81953.0,81.953
Mexico,2011,75732.0,75.732
Mexico,2012,76749.0,76.749
Mexico,2013,78100.0,78.1
Mexico,2014,81042.0,81.042
Mexico,2015,87129.0,87.129
Mexico,2016,94853.0,94.853
Mexico,2017,99349.0,99.349
Mexico,2018,96497.0,96.497
Mexico,2019,97406.0,97.406
Mexico,2020,51128.042,51.128042
Mexico,2021,55301.421,55.301421000000005
Mexico,2022,65994.498,65.99449800000001
Mexico,2023,74817.746,74.817746
Mexico,2024,86412.484,86.41248399999999
Monaco,2020,172.037,0.172037
Monaco,2021,220.052,0.220052
Monaco,2022,290.18,0.29018
Monaco,2023,341.248,0.341248
Monaco,2024,348.258,0.34825799999999996
Mongolia,1995,108.0,0.108
Mongolia,1996,71.0,0.071
Mongolia,1997,82.0,0.082
Mongolia,1998,197.0,0.197
Mongolia,1999,160.0,0.16
Mongolia,2000,158.0,0.158
Mongolia,2001,192.0,0.192
Mongolia,2002,235.0,0.235
Mongolia,2003,205.0,0.205
Mongolia,2004,305.0,0.305
Mongolia,2005,345.0,0.345
Mongolia,2006,408.0,0.408
Mongolia,2007,455.0,0.455
Mongolia,2008,469.0,0.469
Mongolia,2009,465.0,0.465
Mongolia,2010,557.0,0.557
Mongolia,2011,627.0,0.627
Mongolia,2012,624.0,0.624
Mongolia,2013,515.0,0.515
Mongolia,2014,506.0,0.506
Mongolia,2015,467.0,0.467
Mongolia,2016,471.0,0.471
Mongolia,2017,543.0,0.543
Mongolia,2018,598.0,0.598
Mongolia,2019,637.0,0.637
Mongolia,2020,58.9,0.0589
Mongolia,2021,33.0,0.033
Mongolia,2022,286.0,0.286
Mongolia,2023,594.0,0.594
Mongolia,2024,727.0,0.727
Republic of Moldova,1995,32.8,0.032799999999999996
Republic of Moldova,1996,28.9,0.0289
Republic of Moldova,1997,21.2,0.0212
Republic of Moldova,1998,19.9,0.019899999999999998
Republic of Moldova,1999,14.1,0.0141
Republic of Moldova,2000,19.0,0.019
Republic of Moldova,2001,15.7,0.0157
Republic of Moldova,2002,20.2,0.0202
Republic of Moldova,2003,23.6,0.023600000000000003
Republic of Moldova,2020,28.732,0.028732
Republic of Moldova,2021,68.852,0.06885200000000001
Republic of Moldova,2022,162.086,0.162086
Republic of Moldova,2023,195.447,0.195447
Republic of Moldova,2024,254.02,0.25402
Montserrat,1995,19.3,0.0193
Montserrat,1996,9.0,0.009
Montserrat,1997,6.1,0.0060999999999999995
Montserrat,1998,9.4,0.0094
Montserrat,1999,13.0,0.013
Montserrat,2000,14.3,0.0143
Montserrat,2001,15.6,0.0156
Montserrat,2002,15.0,0.015
Montserrat,2003,13.6,0.0136
Montserrat,2004,15.2,0.0152
Montserrat,2005,13.1,0.013099999999999999
Montserrat,2006,9.5,0.0095
Montserrat,2007,8.7,0.0087
Montserrat,2008,8.4,0.008400000000000001
Montserrat,2009,7.3,0.0073
Montserrat,2010,7.7,0.0077
Montserrat,2011,7.4,0.0074
Montserrat,2012,9.905,0.009904999999999999
Montserrat,2013,8.7,0.0087
Montserrat,2014,10.7,0.0107
Montserrat,2015,13.3,0.013300000000000001
Montserrat,2016,13.5,0.0135
Montserrat,2017,18.6,0.018600000000000002
Montserrat,2018,16.7,0.0167
Montserrat,2019,19.3,0.0193
Montserrat,2020,7.7,0.0077
Montserrat,2021,1.6,0.0016
Morocco,1995,2752.0,2.752
Morocco,1996,2856.0,2.856
Morocco,1997,3203.0,3.203
Morocco,1998,3267.0,3.267
Morocco,1999,4088.0,4.088
Morocco,2000,4458.0,4.458
Morocco,2001,4596.0,4.596
Morocco,2002,4709.0,4.709
Morocco,2003,5021.0,5.021
Morocco,2004,5732.0,5.732
Morocco,2005,6077.0,6.077
Morocco,2006,6777.0,6.777
Morocco,2007,7701.0,7.701
Morocco,2008,8209.0,8.209
Morocco,2009,8661.0,8.661
Morocco,2010,9752.0,9.752
Morocco,2011,9784.0,9.784
Morocco,2012,9830.0,9.83
Morocco,2013,10349.0,10.349
Morocco,2014,10507.0,10.507
Morocco,2015,10542.0,10.542
Morocco,2016,10677.0,10.677
Morocco,2017,11540.0,11.54
Morocco,2018,12489.0,12.489
Morocco,2019,13109.0,13.109
Morocco,2020,2802.0,2.802
Morocco,2021,3722.0,3.722
Morocco,2022,10968.0,10.968
Mozambique,2001,404.0,0.404
Mozambique,2002,943.0,0.943
Mozambique,2003,726.0,0.726
Mozambique,2004,711.0,0.711
Mozambique,2005,954.0,0.954
Mozambique,2006,1095.0,1.095
Mozambique,2007,1259.0,1.259
Mozambique,2008,1439.0,1.439
Mozambique,2009,1711.0,1.711
Mozambique,2010,1836.0,1.836
Mozambique,2011,2013.0,2.013
Mozambique,2012,2206.0,2.206
Mozambique,2013,1970.0,1.97
Mozambique,2014,1751.0,1.751
Mozambique,2015,1634.0,1.634
Mozambique,2016,1715.0,1.715
Mozambique,2017,1514.0,1.514
Mozambique,2018,2870.0,2.87
Mozambique,2019,2033.0,2.033
Mozambique,2020,959.0,0.959
Mozambique,2021,549.0,0.549
Mozambique,2022,879.0,0.879
Oman,2001,1095.0,1.095
Oman,2002,1112.0,1.112
Oman,2003,1210.0,1.21
Oman,2004,1407.0,1.407
Oman,2005,1101.0,1.101
Oman,2006,1385.0,1.385
Oman,2007,1360.0,1.36
Oman,2008,1540.0,1.54
Oman,2009,1584.0,1.584
Oman,2010,1500.0,1.5
Oman,2011,1393.0,1.393
Oman,2012,1714.0,1.714
Oman,2013,1923.0,1.923
Oman,2014,2225.0,2.225
Oman,2015,2634.0,2.634
Oman,2016,3207.0,3.207
Oman,2017,3178.0,3.178
Oman,2018,3242.0,3.242
Oman,2019,3506.0,3.506
Oman,2020,868.6,0.8686
Oman,2021,652.0,0.652
Oman,2022,2982.31686025741,2.98231686025741
Oman,2023,3991.62241158574,3.9916224115857397
Oman,2024,3897.14816408531,3.89714816408531
Namibia,1995,421.0,0.421
Namibia,1996,560.0,0.56
Namibia,1997,610.0,0.61
Namibia,1998,681.0,0.681
Namibia,1999,694.0,0.694
Namibia,2000,759.0,0.759
Namibia,2001,700.0,0.7
Namibia,2002,799.0,0.799
Namibia,2003,739.0,0.739
Namibia,2004,986.0,0.986
Namibia,2005,856.0,0.856
Namibia,2006,961.0,0.961
Namibia,2007,1048.0,1.048
Namibia,2008,1079.0,1.079
Namibia,2009,1100.0,1.1
Namibia,2010,1114.0,1.114
Namibia,2011,1163.0,1.163
Namibia,2012,1245.0,1.245
Namibia,2013,1327.0,1.327
Namibia,2014,1429.0,1.429
Namibia,2015,1488.0,1.488
Namibia,2016,1551.0,1.551
Namibia,2017,1581.0,1.581
Namibia,2018,1639.0,1.639
Namibia,2019,1651.0,1.651
Namibia,2020,187.2,0.18719999999999998
Namibia,2021,261.4,0.26139999999999997
Namibia,2022,528.0,0.528
Namibia,2023,1012.0,1.012
Curaçao,1995,396.0,0.396
Curaçao,1996,387.0,0.387
Curaçao,1997,422.0,0.422
Curaçao,1998,437.0,0.437
Curaçao,1999,433.0,0.433
Curaçao,2000,514.0,0.514
Curaçao,2001,519.0,0.519
Curaçao,2002,545.0,0.545
Curaçao,2003,508.0,0.508
